,table,column,bins,table_column
10,item,i_category_id,[1 1.18 1.36 1.54 1.72 1.9 2.08 2.26 2.44 2.62 2.8 2.98 3.16 3.34 3.52 3.7 3.88 4.06 4.24 4.42 4.6 4.78 4.96 5.14 5.32 5.5 5.68 5.86 6.04 6.22 6.4 6.58 6.76 6.94 7.12 7.3 7.48 7.66 7.84 8.02 8.2 8.38 8.56 8.74 8.92 9.1 9.28 9.46 9.64 9.82 10],item.i_category_id
11,item,i_brand_id,[1001001 1181301.32 1361601.64 1541901.96 1722202.28 1902502.6 2082802.92 2263103.24 2443403.56 2623703.88 2804004.2 2984304.52 3164604.84 3344905.16 3525205.48 3705505.8 3885806.12 4066106.44 4246406.76 4426707.08 4607007.4 4787307.72 4967608.04 5147908.36 5328208.68 5508509 5688809.32 5869109.64 6049409.96 6229710.28 6410010.6 6590310.92 6770611.24 6950911.56 7131211.88 7311512.2 7491812.52 7672112.84 7852413.16 8032713.48 8213013.8 8393314.12 8573614.44 8753914.76 8934215.08 9114515.4 9294815.72 9475116.04 9655416.36 9835716.68 10016017],item.i_brand_id
12,item,i_manager_id,[1 2.98 4.96 6.94 8.92 10.9 12.88 14.86 16.84 18.82 20.8 22.78 24.76 26.74 28.72 30.7 32.68 34.66 36.64 38.62 40.6 42.58 44.56 46.54 48.52 50.5 52.48 54.46 56.44 58.42 60.4 62.38 64.36 66.34 68.32 70.3 72.28 74.26 76.24 78.22 80.2 82.18 84.16 86.14 88.12 90.1 92.08 94.06 96.04 98.02 100],item.i_manager_id
13,item,i_container,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],item.i_container
14,item,i_brand,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],item.i_brand
15,item,i_category,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],item.i_category
16,item,i_size,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],item.i_size
17,item,i_class,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],item.i_class
18,item,i_manufact,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],item.i_manufact
19,item,i_formulation,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],item.i_formulation
20,item,i_units,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],item.i_units
21,item,i_color,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],item.i_color
22,web_returns,wr_reason_sk,[1 1.88 2.76 3.64 4.52 5.4 6.28 7.16 8.04 8.92 9.8 10.68 11.56 12.44 13.32 14.2 15.08 15.96 16.84 17.72 18.6 19.48 20.36 21.24 22.12 23 23.88 24.76 25.64 26.52 27.4 28.28 29.16 30.04 30.92 31.8 32.68 33.56 34.44 35.32 36.2 37.08 37.96 38.84 39.72 40.6 41.48 42.36 43.24 44.12 45],web_returns.wr_reason_sk
23,web_returns,wr_web_page_sk,[1 4.98 8.96 12.94 16.92 20.9 24.88 28.86 32.84 36.82 40.8 44.78 48.76 52.74 56.72 60.7 64.68 68.66 72.64 76.62 80.6 84.58 88.56 92.54 96.52 100.5 104.48 108.46 112.44 116.42 120.4 124.38 128.36 132.34 136.32 140.3 144.28 148.26 152.24 156.22 160.2 164.18 168.16 172.14 176.12 180.1 184.08 188.06 192.04 196.02 200],web_returns.wr_web_page_sk
24,web_returns,wr_returning_hdemo_sk,[1 144.98 288.96 432.94 576.92 720.9 864.88 1008.86 1152.84 1296.82 1440.8 1584.78 1728.76 1872.74 2016.72 2160.7 2304.68 2448.66 2592.64 2736.62 2880.6 3024.58 3168.56 3312.54 3456.52 3600.5 3744.48 3888.46 4032.44 4176.42 4320.4 4464.38 4608.36 4752.34 4896.32 5040.3 5184.28 5328.26 5472.24 5616.22 5760.2 5904.18 6048.16 6192.14 6336.12 6480.1 6624.08 6768.06 6912.04 7056.02 7200],web_returns.wr_returning_hdemo_sk
25,web_returns,wr_return_quantity,[1 2.98 4.96 6.94 8.92 10.9 12.88 14.86 16.84 18.82 20.8 22.78 24.76 26.74 28.72 30.7 32.68 34.66 36.64 38.62 40.6 42.58 44.56 46.54 48.52 50.5 52.48 54.46 56.44 58.42 60.4 62.38 64.36 66.34 68.32 70.3 72.28 74.26 76.24 78.22 80.2 82.18 84.16 86.14 88.12 90.1 92.08 94.06 96.04 98.02 100],web_returns.wr_return_quantity
26,web_returns,wr_refunded_hdemo_sk,[1 144.98 288.96 432.94 576.92 720.9 864.88 1008.86 1152.84 1296.82 1440.8 1584.78 1728.76 1872.74 2016.72 2160.7 2304.68 2448.66 2592.64 2736.62 2880.6 3024.58 3168.56 3312.54 3456.52 3600.5 3744.48 3888.46 4032.44 4176.42 4320.4 4464.38 4608.36 4752.34 4896.32 5040.3 5184.28 5328.26 5472.24 5616.22 5760.2 5904.18 6048.16 6192.14 6336.12 6480.1 6624.08 6768.06 6912.04 7056.02 7200],web_returns.wr_refunded_hdemo_sk
27,web_returns,wr_return_amt,[0 512.988 1025.976 1538.964 2051.952 2564.94 3077.928 3590.916 4103.904 4616.892 5129.88 5642.868 6155.856 6668.844 7181.832 7694.82 8207.808 8720.796 9233.784 9746.772 10259.76 10772.748 11285.736 11798.724 12311.712 12824.7 13337.688 13850.676 14363.664 14876.652 15389.64 15902.628 16415.616 16928.604 17441.592 17954.58 18467.568 18980.556 19493.544 20006.532 20519.52 21032.508 21545.496 22058.484 22571.472 23084.46 23597.448 24110.436 24623.424 25136.412 25649.4],web_returns.wr_return_amt
28,web_returns,wr_fee,[0.5 2.49 4.48 6.47 8.46 10.45 12.44 14.43 16.42 18.41 20.4 22.39 24.38 26.37 28.36 30.35 32.34 34.33 36.32 38.31 40.3 42.29 44.28 46.27 48.26 50.25 52.24 54.23 56.22 58.21 60.2 62.19 64.18 66.17 68.16 70.15 72.14 74.13 76.12 78.11 80.1 82.09 84.08 86.07 88.06 90.05 92.04 94.03 96.02 98.01 100],web_returns.wr_fee
29,web_returns,wr_return_amt_inc_tax,[0 541.5842 1083.1684 1624.7526 2166.3368 2707.921 3249.5052 3791.0894 4332.6736 4874.2578 5415.842 5957.4262 6499.0104 7040.5946 7582.1788 8123.763 8665.3472 9206.9314 9748.5156 10290.0998 10831.684 11373.2682 11914.8524 12456.4366 12998.0208 13539.605 14081.1892 14622.7734 15164.3576 15705.9418 16247.526 16789.1102 17330.6944 17872.2786 18413.8628 18955.447 19497.0312 20038.6154 20580.1996 21121.7838 21663.368 22204.9522 22746.5364 23288.1206 23829.7048 24371.289 24912.8732 25454.4574 25996.0416 26537.6258 27079.21],web_returns.wr_return_amt_inc_tax
30,web_returns,wr_return_tax,[0 41.801 83.602 125.403 167.204 209.005 250.806 292.607 334.408 376.209 418.01 459.811 501.612 543.413 585.214 627.015 668.816 710.617 752.418 794.219 836.02 877.821 919.622 961.423 1003.224 1045.025 1086.826 1128.627 1170.428 1212.229 1254.03 1295.831 1337.632 1379.433 1421.234 1463.035 1504.836 1546.637 1588.438 1630.239 1672.04 1713.841 1755.642 1797.443 1839.244 1881.045 1922.846 1964.647 2006.448 2048.249 2090.05],web_returns.wr_return_tax
31,web_returns,wr_returned_date_sk,[2450828 2450871.38 2450914.76 2450958.14 2451001.52 2451044.9 2451088.28 2451131.66 2451175.04 2451218.42 2451261.8 2451305.18 2451348.56 2451391.94 2451435.32 2451478.7 2451522.08 2451565.46 2451608.84 2451652.22 2451695.6 2451738.98 2451782.36 2451825.74 2451869.12 2451912.5 2451955.88 2451999.26 2452042.64 2452086.02 2452129.4 2452172.78 2452216.16 2452259.54 2452302.92 2452346.3 2452389.68 2452433.06 2452476.44 2452519.82 2452563.2 2452606.58 2452649.96 2452693.34 2452736.72 2452780.1 2452823.48 2452866.86 2452910.24 2452953.62 2452997],web_returns.wr_returned_date_sk
32,web_returns,wr_returned_time_sk,[0 1727.98 3455.96 5183.94 6911.92 8639.9 10367.88 12095.86 13823.84 15551.82 17279.8 19007.78 20735.76 22463.74 24191.72 25919.7 27647.68 29375.66 31103.64 32831.62 34559.6 36287.58 38015.56 39743.54 41471.52 43199.5 44927.48 46655.46 48383.44 50111.42 51839.4 53567.38 55295.36 57023.34 58751.32 60479.3 62207.28 63935.26 65663.24 67391.22 69119.2 70847.18 72575.16 74303.14 76031.12 77759.1 79487.08 81215.06 82943.04 84671.02 86399],web_returns.wr_returned_time_sk
33,web_returns,wr_account_credit,[0 440.7452 881.4904 1322.2356 1762.9808 2203.726 2644.4712 3085.2164 3525.9616 3966.7068 4407.452 4848.1972 5288.9424 5729.6876 6170.4328 6611.178 7051.9232 7492.6684 7933.4136 8374.1588 8814.904 9255.6492 9696.3944 10137.1396 10577.8848 11018.63 11459.3752 11900.1204 12340.8656 12781.6108 13222.356 13663.1012 14103.8464 14544.5916 14985.3368 15426.082 15866.8272 16307.5724 16748.3176 17189.0628 17629.808 18070.5532 18511.2984 18952.0436 19392.7888 19833.534 20274.2792 20715.0244 21155.7696 21596.5148 22037.26],web_returns.wr_account_credit
34,web_returns,wr_return_ship_cost,[0 245.2038 490.4076 735.6114 980.8152 1226.019 1471.2228 1716.4266 1961.6304 2206.8342 2452.038 2697.2418 2942.4456 3187.6494 3432.8532 3678.057 3923.2608 4168.4646 4413.6684 4658.8722 4904.076 5149.2798 5394.4836 5639.6874 5884.8912 6130.095 6375.2988 6620.5026 6865.7064 7110.9102 7356.114 7601.3178 7846.5216 8091.7254 8336.9292 8582.133 8827.3368 9072.5406 9317.7444 9562.9482 9808.152 10053.3558 10298.5596 10543.7634 10788.9672 11034.171 11279.3748 11524.5786 11769.7824 12014.9862 12260.19],web_returns.wr_return_ship_cost
35,web_returns,wr_refunded_cash,[0 480.0762 960.1524 1440.2286 1920.3048 2400.381 2880.4572 3360.5334 3840.6096 4320.6858 4800.762 5280.8382 5760.9144 6240.9906 6721.0668 7201.143 7681.2192 8161.2954 8641.3716 9121.4478 9601.524 10081.6002 10561.6764 11041.7526 11521.8288 12001.905 12481.9812 12962.0574 13442.1336 13922.2098 14402.286 14882.3622 15362.4384 15842.5146 16322.5908 16802.667 17282.7432 17762.8194 18242.8956 18722.9718 19203.048 19683.1242 20163.2004 20643.2766 21123.3528 21603.429 22083.5052 22563.5814 23043.6576 23523.7338 24003.81],web_returns.wr_refunded_cash
36,web_returns,wr_net_loss,[0.54 277.9662 555.3924 832.8186 1110.2448 1387.671 1665.0972 1942.5234 2219.9496 2497.3758 2774.802 3052.2282 3329.6544 3607.0806 3884.5068 4161.933 4439.3592 4716.7854 4994.2116 5271.6378 5549.064 5826.4902 6103.9164 6381.3426 6658.7688 6936.195 7213.6212 7491.0474 7768.4736 8045.8998 8323.326 8600.7522 8878.1784 9155.6046 9433.0308 9710.457 9987.8832 10265.3094 10542.7356 10820.1618 11097.588 11375.0142 11652.4404 11929.8666 12207.2928 12484.719 12762.1452 13039.5714 13316.9976 13594.4238 13871.85],web_returns.wr_net_loss
37,web_returns,wr_reversed_charge,[0 356.752 713.504 1070.256 1427.008 1783.76 2140.512 2497.264 2854.016 3210.768 3567.52 3924.272 4281.024 4637.776 4994.528 5351.28 5708.032 6064.784 6421.536 6778.288 7135.04 7491.792 7848.544 8205.296 8562.048 8918.8 9275.552 9632.304 9989.056 10345.808 10702.56 11059.312 11416.064 11772.816 12129.568 12486.32 12843.072 13199.824 13556.576 13913.328 14270.08 14626.832 14983.584 15340.336 15697.088 16053.84 16410.592 16767.344 17124.096 17480.848 17837.6],web_returns.wr_reversed_charge
38,web_returns,wr_item_sk,[1 2040.98 4080.96 6120.94 8160.92 10200.9 12240.88 14280.86 16320.84 18360.82 20400.8 22440.78 24480.76 26520.74 28560.72 30600.7 32640.68 34680.66 36720.64 38760.62 40800.6 42840.58 44880.56 46920.54 48960.52 51000.5 53040.48 55080.46 57120.44 59160.42 61200.4 63240.38 65280.36 67320.34 69360.32 71400.3 73440.28 75480.26 77520.24 79560.22 81600.2 83640.18 85680.16 87720.14 89760.12 91800.1 93840.08 95880.06 97920.04 99960.02 102000],web_returns.wr_item_sk
39,web_returns,wr_order_number,[1 12000.98 24000.96 36000.94 48000.92 60000.9 72000.88 84000.86 96000.84 108000.82 120000.8 132000.78 144000.76 156000.74 168000.72 180000.7 192000.68 204000.66 216000.64 228000.62 240000.6 252000.58 264000.56 276000.54 288000.52 300000.5 312000.48 324000.46 336000.44 348000.42 360000.4 372000.38 384000.36 396000.34 408000.32 420000.3 432000.28 444000.26 456000.24 468000.22 480000.2 492000.18 504000.16 516000.14 528000.12 540000.1 552000.08 564000.06 576000.04 588000.02 600000],web_returns.wr_order_number
40,web_returns,wr_returning_addr_sk,[1 5000.98 10000.96 15000.94 20000.92 25000.9 30000.88 35000.86 40000.84 45000.82 50000.8 55000.78 60000.76 65000.74 70000.72 75000.7 80000.68 85000.66 90000.64 95000.62 100000.6 105000.58 110000.56 115000.54 120000.52 125000.5 130000.48 135000.46 140000.44 145000.42 150000.4 155000.38 160000.36 165000.34 170000.32 175000.3 180000.28 185000.26 190000.24 195000.22 200000.2 205000.18 210000.16 215000.14 220000.12 225000.1 230000.08 235000.06 240000.04 245000.02 250000],web_returns.wr_returning_addr_sk
41,web_returns,wr_refunded_addr_sk,[1 5000.98 10000.96 15000.94 20000.92 25000.9 30000.88 35000.86 40000.84 45000.82 50000.8 55000.78 60000.76 65000.74 70000.72 75000.7 80000.68 85000.66 90000.64 95000.62 100000.6 105000.58 110000.56 115000.54 120000.52 125000.5 130000.48 135000.46 140000.44 145000.42 150000.4 155000.38 160000.36 165000.34 170000.32 175000.3 180000.28 185000.26 190000.24 195000.22 200000.2 205000.18 210000.16 215000.14 220000.12 225000.1 230000.08 235000.06 240000.04 245000.02 250000],web_returns.wr_refunded_addr_sk
42,web_returns,wr_returning_cdemo_sk,[4 38419.9 76835.8 115251.7 153667.6 192083.5 230499.4 268915.3 307331.2 345747.1 384163 422578.9 460994.8 499410.7 537826.6 576242.5 614658.4 653074.3 691490.2 729906.1 768322 806737.9 845153.8 883569.7 921985.6 960401.5 998817.4 1037233.3 1075649.2 1114065.1 1152481 1190896.9 1229312.8 1267728.7 1306144.6 1344560.5 1382976.4 1421392.3 1459808.2 1498224.1 1536640 1575055.9 1613471.8 1651887.7 1690303.6 1728719.5 1767135.4 1805551.3 1843967.2 1882383.1 1920799],web_returns.wr_returning_cdemo_sk
43,web_returns,wr_refunded_customer_sk,[1 10000.98 20000.96 30000.94 40000.92 50000.9 60000.88 70000.86 80000.84 90000.82 100000.8 110000.78 120000.76 130000.74 140000.72 150000.7 160000.68 170000.66 180000.64 190000.62 200000.6 210000.58 220000.56 230000.54 240000.52 250000.5 260000.48 270000.46 280000.44 290000.42 300000.4 310000.38 320000.36 330000.34 340000.32 350000.3 360000.28 370000.26 380000.24 390000.22 400000.2 410000.18 420000.16 430000.14 440000.12 450000.1 460000.08 470000.06 480000.04 490000.02 500000],web_returns.wr_refunded_customer_sk
44,web_returns,wr_refunded_cdemo_sk,[4 38419.9 76835.8 115251.7 153667.6 192083.5 230499.4 268915.3 307331.2 345747.1 384163 422578.9 460994.8 499410.7 537826.6 576242.5 614658.4 653074.3 691490.2 729906.1 768322 806737.9 845153.8 883569.7 921985.6 960401.5 998817.4 1037233.3 1075649.2 1114065.1 1152481 1190896.9 1229312.8 1267728.7 1306144.6 1344560.5 1382976.4 1421392.3 1459808.2 1498224.1 1536640 1575055.9 1613471.8 1651887.7 1690303.6 1728719.5 1767135.4 1805551.3 1843967.2 1882383.1 1920799],web_returns.wr_refunded_cdemo_sk
45,web_returns,wr_returning_customer_sk,[1 10000.98 20000.96 30000.94 40000.92 50000.9 60000.88 70000.86 80000.84 90000.82 100000.8 110000.78 120000.76 130000.74 140000.72 150000.7 160000.68 170000.66 180000.64 190000.62 200000.6 210000.58 220000.56 230000.54 240000.52 250000.5 260000.48 270000.46 280000.44 290000.42 300000.4 310000.38 320000.36 330000.34 340000.32 350000.3 360000.28 370000.26 380000.24 390000.22 400000.2 410000.18 420000.16 430000.14 440000.12 450000.1 460000.08 470000.06 480000.04 490000.02 500000],web_returns.wr_returning_customer_sk
46,date_dim,d_date_sk,[2415022 2416482.96 2417943.92 2419404.88 2420865.84 2422326.8 2423787.76 2425248.72 2426709.68 2428170.64 2429631.6 2431092.56 2432553.52 2434014.48 2435475.44 2436936.4 2438397.36 2439858.32 2441319.28 2442780.24 2444241.2 2445702.16 2447163.12 2448624.08 2450085.04 2451546 2453006.96 2454467.92 2455928.88 2457389.84 2458850.8 2460311.76 2461772.72 2463233.68 2464694.64 2466155.6 2467616.56 2469077.52 2470538.48 2471999.44 2473460.4 2474921.36 2476382.32 2477843.28 2479304.24 2480765.2 2482226.16 2483687.12 2485148.08 2486609.04 2488070],date_dim.d_date_sk
47,date_dim,d_current_year,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],date_dim.d_current_year
48,date_dim,d_current_quarter,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],date_dim.d_current_quarter
49,date_dim,d_quarter_seq,[1 17 33 49 65 81 97 113 129 145 161 177 193 209 225 241 257 273 289 305 321 337 353 369 385 401 417 433 449 465 481 497 513 529 545 561 577 593 609 625 641 657 673 689 705 721 737 753 769 785 801],date_dim.d_quarter_seq
50,date_dim,d_year,[1900 1904 1908 1912 1916 1920 1924 1928 1932 1936 1940 1944 1948 1952 1956 1960 1964 1968 1972 1976 1980 1984 1988 1992 1996 2000 2004 2008 2012 2016 2020 2024 2028 2032 2036 2040 2044 2048 2052 2056 2060 2064 2068 2072 2076 2080 2084 2088 2092 2096 2100],date_dim.d_year
51,date_dim,d_week_seq,[1 209.7 418.4 627.1 835.8 1044.5 1253.2 1461.9 1670.6 1879.3 2088 2296.7 2505.4 2714.1 2922.8 3131.5 3340.2 3548.9 3757.6 3966.3 4175 4383.7 4592.4 4801.1 5009.8 5218.5 5427.2 5635.9 5844.6 6053.3 6262 6470.7 6679.4 6888.1 7096.8 7305.5 7514.2 7722.9 7931.6 8140.3 8349 8557.7 8766.4 8975.1 9183.8 9392.5 9601.2 9809.9 10018.6 10227.3 10436],date_dim.d_week_seq
52,date_dim,d_month_seq,[0 48 96 144 192 240 288 336 384 432 480 528 576 624 672 720 768 816 864 912 960 1008 1056 1104 1152 1200 1248 1296 1344 1392 1440 1488 1536 1584 1632 1680 1728 1776 1824 1872 1920 1968 2016 2064 2112 2160 2208 2256 2304 2352 2400],date_dim.d_month_seq
53,date_dim,d_date,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],date_dim.d_date
54,date_dim,d_current_month,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],date_dim.d_current_month
55,date_dim,d_dow,[0 0.12 0.24 0.36 0.48 0.6 0.72 0.84 0.96 1.08 1.2 1.32 1.44 1.56 1.68 1.8 1.92 2.04 2.16 2.28 2.4 2.52 2.64 2.76 2.88 3 3.12 3.24 3.36 3.48 3.6 3.72 3.84 3.96 4.08 4.2 4.32 4.44 4.56 4.68 4.8 4.92 5.04 5.16 5.28 5.4 5.52 5.64 5.76 5.88 6],date_dim.d_dow
56,date_dim,d_fy_quarter_seq,[1 17 33 49 65 81 97 113 129 145 161 177 193 209 225 241 257 273 289 305 321 337 353 369 385 401 417 433 449 465 481 497 513 529 545 561 577 593 609 625 641 657 673 689 705 721 737 753 769 785 801],date_dim.d_fy_quarter_seq
57,date_dim,d_fy_year,[1900 1904 1908 1912 1916 1920 1924 1928 1932 1936 1940 1944 1948 1952 1956 1960 1964 1968 1972 1976 1980 1984 1988 1992 1996 2000 2004 2008 2012 2016 2020 2024 2028 2032 2036 2040 2044 2048 2052 2056 2060 2064 2068 2072 2076 2080 2084 2088 2092 2096 2100],date_dim.d_fy_year
58,date_dim,d_dom,[1 1.6 2.2 2.8 3.4 4 4.6 5.2 5.8 6.4 7 7.6 8.2 8.8 9.4 10 10.6 11.2 11.8 12.4 13 13.6 14.2 14.8 15.4 16 16.6 17.2 17.8 18.4 19 19.6 20.2 20.8 21.4 22 22.6 23.2 23.8 24.4 25 25.6 26.2 26.8 27.4 28 28.6 29.2 29.8 30.4 31],date_dim.d_dom
59,date_dim,d_fy_week_seq,[1 209.7 418.4 627.1 835.8 1044.5 1253.2 1461.9 1670.6 1879.3 2088 2296.7 2505.4 2714.1 2922.8 3131.5 3340.2 3548.9 3757.6 3966.3 4175 4383.7 4592.4 4801.1 5009.8 5218.5 5427.2 5635.9 5844.6 6053.3 6262 6470.7 6679.4 6888.1 7096.8 7305.5 7514.2 7722.9 7931.6 8140.3 8349 8557.7 8766.4 8975.1 9183.8 9392.5 9601.2 9809.9 10018.6 10227.3 10436],date_dim.d_fy_week_seq
60,date_dim,d_moy,[1 1.22 1.44 1.66 1.88 2.1 2.32 2.54 2.76 2.98 3.2 3.42 3.64 3.86 4.08 4.3 4.52 4.74 4.96 5.18 5.4 5.62 5.84 6.06 6.28 6.5 6.72 6.94 7.16 7.38 7.6 7.82 8.04 8.26 8.48 8.7 8.92 9.14 9.36 9.58 9.8 10.02 10.24 10.46 10.68 10.9 11.12 11.34 11.56 11.78 12],date_dim.d_moy
61,date_dim,d_qoy,[1 1.06 1.12 1.18 1.24 1.3 1.36 1.42 1.48 1.54 1.6 1.66 1.72 1.78 1.84 1.9 1.96 2.02 2.08 2.14 2.2 2.26 2.32 2.38 2.44 2.5 2.56 2.62 2.68 2.74 2.8 2.86 2.92 2.98 3.04 3.1 3.16 3.22 3.28 3.34 3.4 3.46 3.52 3.58 3.64 3.7 3.76 3.82 3.88 3.94 4],date_dim.d_qoy
62,date_dim,d_current_week,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],date_dim.d_current_week
