,table,column,bins,table_column
10,cast_info,role_id,[1 1.2 1.4 1.6 1.8 2 2.2 2.4 2.6 2.8 3 3.2 3.4 3.6 3.8 4 4.2 4.4 4.6 4.8 5 5.2 5.4 5.6 5.8 6 6.2 6.4 6.6 6.8 7 7.2 7.4 7.6 7.8 8 8.2 8.4 8.6 8.8 9 9.2 9.4 9.6 9.8 10 10.2 10.4 10.6 10.8 11],cast_info.role_id
11,movie_info_idx,id,[1 27601.68 55202.36 82803.04 110403.72 138004.4 165605.08 193205.76 220806.44 248407.12 276007.8 303608.48 331209.16 358809.84 386410.52 414011.2 441611.88 469212.56 496813.24 524413.92 552014.6 579615.28 607215.96 634816.64 662417.32 690018 717618.68 745219.36 772820.04 800420.72 828021.4 855622.08 883222.76 910823.44 938424.12 966024.8 993625.48 1021226.16 1048826.84 1076427.52 1104028.2 1131628.88 1159229.56 1186830.24 1214430.92 1242031.6 1269632.28 1297232.96 1324833.64 1352434.32 1380035],movie_info_idx.id
12,movie_info_idx,movie_id,[2 50517.82 101033.64 151549.46 202065.28 252581.1 303096.92 353612.74 404128.56 454644.38 505160.2 555676.02 606191.84 656707.66 707223.48 757739.3 808255.12 858770.94 909286.76 959802.58 1010318.4 1060834.22 1111350.04 1161865.86 1212381.68 1262897.5 1313413.32 1363929.14 1414444.96 1464960.78 1515476.6 1565992.42 1616508.24 1667024.06 1717539.88 1768055.7 1818571.52 1869087.34 1919603.16 1970118.98 2020634.8 2071150.62 2121666.44 2172182.26 2222698.08 2273213.9 2323729.72 2374245.54 2424761.36 2475277.18 2525793],movie_info_idx.movie_id
13,movie_info_idx,info_type_id,[99 99.28 99.56 99.84 100.12 100.4 100.68 100.96 101.24 101.52 101.8 102.08 102.36 102.64 102.92 103.2 103.48 103.76 104.04 104.32 104.6 104.88 105.16 105.44 105.72 106 106.28 106.56 106.84 107.12 107.4 107.68 107.96 108.24 108.52 108.8 109.08 109.36 109.64 109.92 110.2 110.48 110.76 111.04 111.32 111.6 111.88 112.16 112.44 112.72 113],movie_info_idx.info_type_id
14,movie_info_idx,info,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],movie_info_idx.info
15,movie_info_idx,note,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],movie_info_idx.note
16,person_info,id,[1 59274.26 118547.52 177820.78 237094.04 296367.3 355640.56 414913.82 474187.08 533460.34 592733.6 652006.86 711280.12 770553.38 829826.64 889099.9 948373.16 1007646.42 1066919.68 1126192.94 1185466.2 1244739.46 1304012.72 1363285.98 1422559.24 1481832.5 1541105.76 1600379.02 1659652.28 1718925.54 1778198.8 1837472.06 1896745.32 1956018.58 2015291.84 2074565.1 2133838.36 2193111.62 2252384.88 2311658.14 2370931.4 2430204.66 2489477.92 2548751.18 2608024.44 2667297.7 2726570.96 2785844.22 2845117.48 2904390.74 2963664],person_info.id
17,person_info,note,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],person_info.note
18,person_info,person_id,[4 83353.74 166703.48 250053.22 333402.96 416752.7 500102.44 583452.18 666801.92 750151.66 833501.4 916851.14 1000200.88 1083550.62 1166900.36 1250250.1 1333599.84 1416949.58 1500299.32 1583649.06 1666998.8 1750348.54 1833698.28 1917048.02 2000397.76 2083747.5 2167097.24 2250446.98 2333796.72 2417146.46 2500496.2 2583845.94 2667195.68 2750545.42 2833895.16 2917244.9 3000594.64 3083944.38 3167294.12 3250643.86 3333993.6 3417343.34 3500693.08 3584042.82 3667392.56 3750742.3 3834092.04 3917441.78 4000791.52 4084141.26 4167491],person_info.person_id
19,person_info,info,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],person_info.info
20,person_info,info_type_id,[15 15.48 15.96 16.44 16.92 17.4 17.88 18.36 18.84 19.32 19.8 20.28 20.76 21.24 21.72 22.2 22.68 23.16 23.64 24.12 24.6 25.08 25.56 26.04 26.52 27 27.48 27.96 28.44 28.92 29.4 29.88 30.36 30.84 31.32 31.8 32.28 32.76 33.24 33.72 34.2 34.68 35.16 35.64 36.12 36.6 37.08 37.56 38.04 38.52 39],person_info.info_type_id
21,movie_companies,id,[1 52183.56 104366.12 156548.68 208731.24 260913.8 313096.36 365278.92 417461.48 469644.04 521826.6 574009.16 626191.72 678374.28 730556.84 782739.4 834921.96 887104.52 939287.08 991469.64 1043652.2 1095834.76 1148017.32 1200199.88 1252382.44 1304565 1356747.56 1408930.12 1461112.68 1513295.24 1565477.8 1617660.36 1669842.92 1722025.48 1774208.04 1826390.6 1878573.16 1930755.72 1982938.28 2035120.84 2087303.4 2139485.96 2191668.52 2243851.08 2296033.64 2348216.2 2400398.76 2452581.32 2504763.88 2556946.44 2609129],movie_companies.id
22,movie_companies,movie_id,[2 50516.86 101031.72 151546.58 202061.44 252576.3 303091.16 353606.02 404120.88 454635.74 505150.6 555665.46 606180.32 656695.18 707210.04 757724.9 808239.76 858754.62 909269.48 959784.34 1010299.2 1060814.06 1111328.92 1161843.78 1212358.64 1262873.5 1313388.36 1363903.22 1414418.08 1464932.94 1515447.8 1565962.66 1616477.52 1666992.38 1717507.24 1768022.1 1818536.96 1869051.82 1919566.68 1970081.54 2020596.4 2071111.26 2121626.12 2172140.98 2222655.84 2273170.7 2323685.56 2374200.42 2424715.28 2475230.14 2525745],movie_companies.movie_id
23,movie_companies,company_id,[1 4700.92 9400.84 14100.76 18800.68 23500.6 28200.52 32900.44 37600.36 42300.28 47000.2 51700.12 56400.04 61099.96 65799.88 70499.8 75199.72 79899.64 84599.56 89299.48 93999.4 98699.32 103399.24 108099.16 112799.08 117499 122198.92 126898.84 131598.76 136298.68 140998.6 145698.52 150398.44 155098.36 159798.28 164498.2 169198.12 173898.04 178597.96 183297.88 187997.8 192697.72 197397.64 202097.56 206797.48 211497.4 216197.32 220897.24 225597.16 230297.08 234997],movie_companies.company_id
24,movie_companies,company_type_id,[1 1.02 1.04 1.06 1.08 1.1 1.12 1.14 1.16 1.18 1.2 1.22 1.24 1.26 1.28 1.3 1.32 1.34 1.36 1.38 1.4 1.42 1.44 1.46 1.48 1.5 1.52 1.54 1.56 1.58 1.6 1.62 1.64 1.66 1.68 1.7 1.72 1.74 1.76 1.78 1.8 1.82 1.84 1.86 1.88 1.9 1.92 1.94 1.96 1.98 2],movie_companies.company_type_id
25,movie_companies,note,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],movie_companies.note
26,movie_keyword,id,[1 90479.58 180958.16 271436.74 361915.32 452393.9 542872.48 633351.06 723829.64 814308.22 904786.8 995265.38 1085743.96 1176222.54 1266701.12 1357179.7 1447658.28 1538136.86 1628615.44 1719094.02 1809572.6 1900051.18 1990529.76 2081008.34 2171486.92 2261965.5 2352444.08 2442922.66 2533401.24 2623879.82 2714358.4 2804836.98 2895315.56 2985794.14 3076272.72 3166751.3 3257229.88 3347708.46 3438187.04 3528665.62 3619144.2 3709622.78 3800101.36 3890579.94 3981058.52 4071537.1 4162015.68 4252494.26 4342972.84 4433451.42 4523930],movie_keyword.id
27,movie_keyword,movie_id,[2 50521.38 101040.76 151560.14 202079.52 252598.9 303118.28 353637.66 404157.04 454676.42 505195.8 555715.18 606234.56 656753.94 707273.32 757792.7 808312.08 858831.46 909350.84 959870.22 1010389.6 1060908.98 1111428.36 1161947.74 1212467.12 1262986.5 1313505.88 1364025.26 1414544.64 1465064.02 1515583.4 1566102.78 1616622.16 1667141.54 1717660.92 1768180.3 1818699.68 1869219.06 1919738.44 1970257.82 2020777.2 2071296.58 2121815.96 2172335.34 2222854.72 2273374.1 2323893.48 2374412.86 2424932.24 2475451.62 2525971],movie_keyword.movie_id
28,movie_keyword,keyword_id,[1 2684.38 5367.76 8051.14 10734.52 13417.9 16101.28 18784.66 21468.04 24151.42 26834.8 29518.18 32201.56 34884.94 37568.32 40251.7 42935.08 45618.46 48301.84 50985.22 53668.6 56351.98 59035.36 61718.74 64402.12 67085.5 69768.88 72452.26 75135.64 77819.02 80502.4 83185.78 85869.16 88552.54 91235.92 93919.3 96602.68 99286.06 101969.44 104652.82 107336.2 110019.58 112702.96 115386.34 118069.72 120753.1 123436.48 126119.86 128803.24 131486.62 134170],movie_keyword.keyword_id
29,aka_title,id,[1 7560.18 15119.36 22678.54 30237.72 37796.9 45356.08 52915.26 60474.44 68033.62 75592.8 83151.98 90711.16 98270.34 105829.52 113388.7 120947.88 128507.06 136066.24 143625.42 151184.6 158743.78 166302.96 173862.14 181421.32 188980.5 196539.68 204098.86 211658.04 219217.22 226776.4 234335.58 241894.76 249453.94 257013.12 264572.3 272131.48 279690.66 287249.84 294809.02 302368.2 309927.38 317486.56 325045.74 332604.92 340164.1 347723.28 355282.46 362841.64 370400.82 377960],aka_title.id
30,aka_title,md5sum,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],aka_title.md5sum
31,aka_title,episode_of_id,[10 517.62 1025.24 1532.86 2040.48 2548.1 3055.72 3563.34 4070.96 4578.58 5086.2 5593.82 6101.44 6609.06 7116.68 7624.3 8131.92 8639.54 9147.16 9654.78 10162.4 10670.02 11177.64 11685.26 12192.88 12700.5 13208.12 13715.74 14223.36 14730.98 15238.6 15746.22 16253.84 16761.46 17269.08 17776.7 18284.32 18791.94 19299.56 19807.18 20314.8 20822.42 21330.04 21837.66 22345.28 22852.9 23360.52 23868.14 24375.76 24883.38 25391],aka_title.episode_of_id
32,aka_title,production_year,[1888 1890.56 1893.12 1895.68 1898.24 1900.8 1903.36 1905.92 1908.48 1911.04 1913.6 1916.16 1918.72 1921.28 1923.84 1926.4 1928.96 1931.52 1934.08 1936.64 1939.2 1941.76 1944.32 1946.88 1949.44 1952 1954.56 1957.12 1959.68 1962.24 1964.8 1967.36 1969.92 1972.48 1975.04 1977.6 1980.16 1982.72 1985.28 1987.84 1990.4 1992.96 1995.52 1998.08 2000.64 2003.2 2005.76 2008.32 2010.88 2013.44 2016],aka_title.production_year
33,aka_title,kind_id,[1 1.12 1.24 1.36 1.48 1.6 1.72 1.84 1.96 2.08 2.2 2.32 2.44 2.56 2.68 2.8 2.92 3.04 3.16 3.28 3.4 3.52 3.64 3.76 3.88 4 4.12 4.24 4.36 4.48 4.6 4.72 4.84 4.96 5.08 5.2 5.32 5.44 5.56 5.68 5.8 5.92 6.04 6.16 6.28 6.4 6.52 6.64 6.76 6.88 7],aka_title.kind_id
34,aka_title,movie_id,[0 50513.44 101026.88 151540.32 202053.76 252567.2 303080.64 353594.08 404107.52 454620.96 505134.4 555647.84 606161.28 656674.72 707188.16 757701.6 808215.04 858728.48 909241.92 959755.36 1010268.8 1060782.24 1111295.68 1161809.12 1212322.56 1262836 1313349.44 1363862.88 1414376.32 1464889.76 1515403.2 1565916.64 1616430.08 1666943.52 1717456.96 1767970.4 1818483.84 1868997.28 1919510.72 1970024.16 2020537.6 2071051.04 2121564.48 2172077.92 2222591.36 2273104.8 2323618.24 2374131.68 2424645.12 2475158.56 2525672],aka_title.movie_id
35,aka_title,note,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],aka_title.note
36,aka_title,season_nr,[1 2.24 3.48 4.72 5.96 7.2 8.44 9.68 10.92 12.16 13.4 14.64 15.88 17.12 18.36 19.6 20.84 22.08 23.32 24.56 25.8 27.04 28.28 29.52 30.76 32 33.24 34.48 35.72 36.96 38.2 39.44 40.68 41.92 43.16 44.4 45.64 46.88 48.12 49.36 50.6 51.84 53.08 54.32 55.56 56.8 58.04 59.28 60.52 61.76 63],aka_title.season_nr
37,aka_title,episode_nr,[1 87.28 173.56 259.84 346.12 432.4 518.68 604.96 691.24 777.52 863.8 950.08 1036.36 1122.64 1208.92 1295.2 1381.48 1467.76 1554.04 1640.32 1726.6 1812.88 1899.16 1985.44 2071.72 2158 2244.28 2330.56 2416.84 2503.12 2589.4 2675.68 2761.96 2848.24 2934.52 3020.8 3107.08 3193.36 3279.64 3365.92 3452.2 3538.48 3624.76 3711.04 3797.32 3883.6 3969.88 4056.16 4142.44 4228.72 4315],aka_title.episode_nr
38,aka_title,imdb_index,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],aka_title.imdb_index
39,aka_title,title,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],aka_title.title
40,aka_title,phonetic_code,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],aka_title.phonetic_code
41,complete_cast,id,[1 2702.7 5404.4 8106.1 10807.8 13509.5 16211.2 18912.9 21614.6 24316.3 27018 29719.7 32421.4 35123.1 37824.8 40526.5 43228.2 45929.9 48631.6 51333.3 54035 56736.7 59438.4 62140.1 64841.8 67543.5 70245.2 72946.9 75648.6 78350.3 81052 83753.7 86455.4 89157.1 91858.8 94560.5 97262.2 99963.9 102665.6 105367.3 108069 110770.7 113472.4 116174.1 118875.8 121577.5 124279.2 126980.9 129682.6 132384.3 135086],complete_cast.id
42,complete_cast,status_id,[3 3.02 3.04 3.06 3.08 3.1 3.12 3.14 3.16 3.18 3.2 3.22 3.24 3.26 3.28 3.3 3.32 3.34 3.36 3.38 3.4 3.42 3.44 3.46 3.48 3.5 3.52 3.54 3.56 3.58 3.6 3.62 3.64 3.66 3.68 3.7 3.72 3.74 3.76 3.78 3.8 3.82 3.84 3.86 3.88 3.9 3.92 3.94 3.96 3.98 4],complete_cast.status_id
43,complete_cast,subject_id,[1 1.02 1.04 1.06 1.08 1.1 1.12 1.14 1.16 1.18 1.2 1.22 1.24 1.26 1.28 1.3 1.32 1.34 1.36 1.38 1.4 1.42 1.44 1.46 1.48 1.5 1.52 1.54 1.56 1.58 1.6 1.62 1.64 1.66 1.68 1.7 1.72 1.74 1.76 1.78 1.8 1.82 1.84 1.86 1.88 1.9 1.92 1.94 1.96 1.98 2],complete_cast.subject_id
44,complete_cast,movie_id,[285 50845.54 101406.08 151966.62 202527.16 253087.7 303648.24 354208.78 404769.32 455329.86 505890.4 556450.94 607011.48 657572.02 708132.56 758693.1 809253.64 859814.18 910374.72 960935.26 1011495.8 1062056.34 1112616.88 1163177.42 1213737.96 1264298.5 1314859.04 1365419.58 1415980.12 1466540.66 1517101.2 1567661.74 1618222.28 1668782.82 1719343.36 1769903.9 1820464.44 1871024.98 1921585.52 1972146.06 2022706.6 2073267.14 2123827.68 2174388.22 2224948.76 2275509.3 2326069.84 2376630.38 2427190.92 2477751.46 2528312],complete_cast.movie_id
45,kind_type,id,[1 1.12 1.24 1.36 1.48 1.6 1.72 1.84 1.96 2.08 2.2 2.32 2.44 2.56 2.68 2.8 2.92 3.04 3.16 3.28 3.4 3.52 3.64 3.76 3.88 4 4.12 4.24 4.36 4.48 4.6 4.72 4.84 4.96 5.08 5.2 5.32 5.44 5.56 5.68 5.8 5.92 6.04 6.16 6.28 6.4 6.52 6.64 6.76 6.88 7],kind_type.id
46,kind_type,kind,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],kind_type.kind
47,char_name,id,[1 62807.76 125614.52 188421.28 251228.04 314034.8 376841.56 439648.32 502455.08 565261.84 628068.6 690875.36 753682.12 816488.88 879295.64 942102.4 1004909.16 1067715.92 1130522.68 1193329.44 1256136.2 1318942.96 1381749.72 1444556.48 1507363.24 1570170 1632976.76 1695783.52 1758590.28 1821397.04 1884203.8 1947010.56 2009817.32 2072624.08 2135430.84 2198237.6 2261044.36 2323851.12 2386657.88 2449464.64 2512271.4 2575078.16 2637884.92 2700691.68 2763498.44 2826305.2 2889111.96 2951918.72 3014725.48 3077532.24 3140339],char_name.id
48,char_name,md5sum,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],char_name.md5sum
49,char_name,name,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],char_name.name
50,char_name,imdb_id,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],char_name.imdb_id
51,char_name,imdb_index,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],char_name.imdb_index
52,char_name,name_pcode_nf,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],char_name.name_pcode_nf
53,char_name,surname_pcode,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],char_name.surname_pcode
54,company_type,id,[1 1.06 1.12 1.18 1.24 1.3 1.36 1.42 1.48 1.54 1.6 1.66 1.72 1.78 1.84 1.9 1.96 2.02 2.08 2.14 2.2 2.26 2.32 2.38 2.44 2.5 2.56 2.62 2.68 2.74 2.8 2.86 2.92 2.98 3.04 3.1 3.16 3.22 3.28 3.34 3.4 3.46 3.52 3.58 3.64 3.7 3.76 3.82 3.88 3.94 4],company_type.id
55,company_type,kind,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],company_type.kind
56,aka_name,id,[1 18027.84 36054.68 54081.52 72108.36 90135.2 108162.04 126188.88 144215.72 162242.56 180269.4 198296.24 216323.08 234349.92 252376.76 270403.6 288430.44 306457.28 324484.12 342510.96 360537.8 378564.64 396591.48 414618.32 432645.16 450672 468698.84 486725.68 504752.52 522779.36 540806.2 558833.04 576859.88 594886.72 612913.56 630940.4 648967.24 666994.08 685020.92 703047.76 721074.6 739101.44 757128.28 775155.12 793181.96 811208.8 829235.64 847262.48 865289.32 883316.16 901343],aka_name.id
57,aka_name,md5sum,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],aka_name.md5sum
58,aka_name,person_id,[4 83353.7 166703.4 250053.1 333402.8 416752.5 500102.2 583451.9 666801.6 750151.3 833501 916850.7 1000200.4 1083550.1 1166899.8 1250249.5 1333599.2 1416948.9 1500298.6 1583648.3 1666998 1750347.7 1833697.4 1917047.1 2000396.8 2083746.5 2167096.2 2250445.9 2333795.6 2417145.3 2500495 2583844.7 2667194.4 2750544.1 2833893.8 2917243.5 3000593.2 3083942.9 3167292.6 3250642.3 3333992 3417341.7 3500691.4 3584041.1 3667390.8 3750740.5 3834090.2 3917439.9 4000789.6 4084139.3 4167489],aka_name.person_id
59,aka_name,name,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],aka_name.name
60,aka_name,name_pcode_cf,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],aka_name.name_pcode_cf
61,aka_name,imdb_index,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],aka_name.imdb_index
62,aka_name,name_pcode_nf,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],aka_name.name_pcode_nf
63,aka_name,surname_pcode,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],aka_name.surname_pcode
64,name,id,[1 83350.8 166700.6 250050.4 333400.2 416750 500099.8 583449.6 666799.4 750149.2 833499 916848.8 1000198.6 1083548.4 1166898.2 1250248 1333597.8 1416947.6 1500297.4 1583647.2 1666997 1750346.8 1833696.6 1917046.4 2000396.2 2083746 2167095.8 2250445.6 2333795.4 2417145.2 2500495 2583844.8 2667194.6 2750544.4 2833894.2 2917244 3000593.8 3083943.6 3167293.4 3250643.2 3333993 3417342.8 3500692.6 3584042.4 3667392.2 3750742 3834091.8 3917441.6 4000791.4 4084141.2 4167491],name.id
65,name,md5sum,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],name.md5sum
66,name,imdb_id,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],name.imdb_id
67,name,name,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],name.name
